Year,GCCSA,STATE,SEX,AGE,AGE OFF,PopStart,Final Deaths,Final NOM_ARR,Final NOM_DEP,Nim_arr,Nim_Dep,Pop,SYD,RNSW,MELB,RVIC,BRIS,RQLD,ADEL,RSA,PER,RWA,HOB,RTAS,DAR,RNT,ACT
2027,DAR,NT,M,93,3,19,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,M,94,3,18,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,M,95,3,14,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,M,96,3,11,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,M,97,3,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,M,98,3,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,M,99,3,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,M,100,3,7,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,0,0,-,3,24,27,45,83,1092,4,7,7,5,14,12,6,2,8,3,1,1,0,9,4
2027,DAR,NT,F,1,0,1077,0,25,24,79,107,1050,11,7,18,3,12,10,6,2,13,1,1,1,0,18,4
2027,DAR,NT,F,2,0,1037,0,28,18,75,100,1022,10,6,17,2,11,10,6,2,12,1,1,1,0,17,4
2027,DAR,NT,F,3,0,1008,0,30,16,68,94,996,10,5,16,2,10,9,5,2,12,1,1,1,0,16,4
2027,DAR,NT,F,4,0,981,0,29,14,69,88,977,10,5,14,3,10,8,5,2,11,1,1,1,0,14,3
2027,DAR,NT,F,5,0,988,0,25,11,64,82,984,10,4,14,2,9,7,5,2,11,0,1,1,0,13,3
2027,DAR,NT,F,6,0,959,0,20,11,61,75,954,10,4,12,2,8,7,4,2,10,0,1,1,0,11,3
2027,DAR,NT,F,7,0,940,0,19,12,56,71,932,9,4,12,2,7,7,4,1,9,0,1,1,0,12,2
2027,DAR,NT,F,8,0,928,0,19,12,59,69,925,10,3,11,2,9,6,4,1,9,0,1,1,0,10,2
2027,DAR,NT,F,9,0,904,0,18,11,60,68,903,10,3,11,2,8,6,4,1,9,0,1,1,0,10,2
2027,DAR,NT,F,10,0,974,0,16,8,51,69,964,10,3,11,2,8,7,4,1,9,0,0,1,0,11,2
2027,DAR,NT,F,11,0,983,0,12,7,54,68,974,11,3,11,2,8,6,4,1,10,0,0,1,0,9,2
2027,DAR,NT,F,12,0,955,0,18,7,43,69,940,12,2,11,2,8,6,4,1,11,0,0,1,0,9,2
2027,DAR,NT,F,13,0,950,0,20,7,44,71,936,13,2,11,2,7,6,4,1,12,0,0,1,0,10,2
2027,DAR,NT,F,14,0,982,0,19,8,40,73,960,14,2,13,1,8,6,4,1,11,0,0,1,0,10,2
2027,DAR,NT,F,15,0,960,0,18,7,37,71,937,15,1,14,1,8,5,4,1,10,0,0,1,0,9,2
2027,DAR,NT,F,16,0,884,0,21,8,33,71,859,13,1,15,0,9,4,5,1,10,0,0,1,0,10,2
2027,DAR,NT,F,17,0,835,0,31,8,53,89,822,14,3,17,0,16,1,6,1,13,0,1,1,0,12,4
2027,DAR,NT,F,18,1,780,0,55,17,78,120,776,15,0,28,0,31,0,6,0,23,0,1,0,0,14,2
2027,DAR,NT,F,19,1,825,0,68,18,88,128,835,17,0,33,0,24,3,7,0,27,0,1,0,0,14,2
2027,DAR,NT,F,20,1,813,0,65,21,135,115,877,14,1,29,0,22,4,5,1,23,0,1,0,0,14,1
2027,DAR,NT,F,21,1,884,0,74,36,163,115,970,15,2,26,1,18,6,5,1,21,0,1,1,0,17,1
2027,DAR,NT,F,22,1,935,0,96,56,195,123,1047,17,3,27,1,15,9,4,2,21,1,1,1,0,19,2
2027,DAR,NT,F,23,1,1013,0,115,66,211,138,1135,18,4,30,2,17,9,4,2,24,1,1,1,0,23,2
2027,DAR,NT,F,24,1,1095,0,110,71,232,148,1218,19,5,32,2,17,11,5,2,26,1,1,1,0,24,2
2027,DAR,NT,F,25,1,1154,0,100,73,235,154,1262,19,5,32,3,18,11,5,2,29,1,1,1,0,25,2
2027,DAR,NT,F,26,1,1231,1,97,73,234,160,1328,18,6,33,3,19,11,6,2,31,1,1,1,0,26,2
2027,DAR,NT,F,27,1,1286,0,89,63,228,165,1375,18,7,34,3,20,11,6,2,32,1,1,1,0,27,2
2027,DAR,NT,F,28,1,1320,1,84,60,213,169,1387,18,7,35,3,21,11,6,2,34,1,1,1,0,27,2
2027,DAR,NT,F,29,1,1362,0,82,57,202,173,1416,17,8,35,3,21,11,7,2,36,1,1,1,0,28,2
2027,DAR,NT,F,30,2,1422,1,74,50,205,188,1462,26,7,35,3,16,17,11,3,28,2,1,2,0,30,7
2027,DAR,NT,F,31,2,1503,1,58,41,190,187,1522,26,7,35,3,16,17,11,3,29,2,1,2,0,28,7
2027,DAR,NT,F,32,2,1540,1,47,35,186,184,1553,25,7,33,4,17,17,11,3,29,2,1,2,0,27,6
2027,DAR,NT,F,33,2,1548,1,42,29,165,178,1547,24,7,32,3,16,17,10,3,28,2,1,2,0,27,6
2027,DAR,NT,F,34,2,1550,1,41,27,157,172,1548,24,7,32,3,16,16,10,3,27,1,1,2,0,25,5
2027,DAR,NT,F,35,2,1463,1,39,27,156,161,1469,23,6,29,3,15,16,9,3,27,1,1,1,0,22,5
2027,DAR,NT,F,36,2,1509,1,30,21,136,154,1499,22,6,28,3,14,16,9,3,25,1,1,1,0,21,4
2027,DAR,NT,F,37,2,1467,1,27,18,129,140,1464,20,6,24,3,14,14,8,3,23,1,1,1,0,18,4
2027,DAR,NT,F,38,2,1372,0,27,18,116,129,1368,19,5,23,2,13,13,7,2,21,1,1,1,0,18,3
2027,DAR,NT,F,39,2,1348,1,22,15,110,121,1343,18,5,22,2,12,13,6,2,20,1,1,1,0,15,3
2027,DAR,NT,F,40,2,1275,1,22,14,103,113,1272,16,4,20,2,11,12,6,2,19,1,1,1,0,15,3
2027,DAR,NT,F,41,2,1243,0,23,15,97,108,1240,16,4,19,2,11,11,5,2,18,1,1,1,0,14,3
2027,DAR,NT,F,42,2,1278,0,19,12,84,101,1268,15,4,18,2,10,11,5,2,16,1,1,1,0,13,2
2027,DAR,NT,F,43,2,1242,0,20,12,77,94,1233,14,3,16,2,9,10,5,2,15,1,1,1,0,13,2
2027,DAR,NT,F,44,2,1169,1,18,13,76,88,1161,14,3,15,2,8,9,4,2,14,1,1,1,0,12,2
2027,DAR,NT,F,45,2,1122,2,16,10,75,85,1116,14,3,14,2,8,9,4,2,13,1,1,1,0,11,2
2027,DAR,NT,F,46,2,1086,1,11,8,63,77,1074,13,2,13,1,7,8,4,2,12,1,0,1,0,12,1
2027,DAR,NT,F,47,2,1073,1,12,10,63,72,1065,12,2,13,1,7,8,3,2,11,1,0,1,0,10,1
2027,DAR,NT,F,48,2,1023,2,11,9,57,71,1009,12,2,12,1,6,8,3,2,11,1,0,1,0,11,1
2027,DAR,NT,F,49,2,1008,3,10,10,56,66,995,11,2,11,1,6,7,3,2,10,1,0,1,0,10,1
2027,DAR,NT,F,50,2,885,2,9,8,59,66,877,11,2,11,1,6,7,3,2,10,1,0,1,0,10,1
2027,DAR,NT,F,51,2,896,1,8,8,54,67,882,11,2,11,1,6,7,3,2,10,1,0,1,0,11,1
2027,DAR,NT,F,52,2,895,1,9,8,56,69,882,11,3,11,1,6,8,3,2,10,1,0,1,0,11,1
2027,DAR,NT,F,53,2,892,0,7,8,58,71,878,11,3,12,2,6,8,3,2,10,1,0,1,0,11,1
2027,DAR,NT,F,54,2,878,0,9,7,58,75,863,12,3,12,2,6,9,3,3,11,1,0,1,0,11,1
2027,DAR,NT,F,55,2,868,2,8,8,66,76,856,12,3,12,2,6,9,3,3,11,1,1,1,0,11,1
2027,DAR,NT,F,56,2,888,1,7,6,57,77,868,12,3,12,2,6,10,3,3,11,1,1,1,0,11,1
2027,DAR,NT,F,57,2,847,3,10,8,60,74,832,11,4,12,2,6,9,3,3,11,1,1,1,0,9,1
2027,DAR,NT,F,58,2,800,1,11,8,51,72,781,10,4,11,2,6,9,3,3,11,1,1,1,0,9,1
2027,DAR,NT,F,59,2,792,2,9,7,52,68,776,10,4,11,2,6,9,3,3,10,1,0,1,0,7,1
2027,DAR,NT,F,60,3,730,3,8,8,54,65,716,2,8,10,1,5,12,5,3,11,1,0,1,0,6,0
2027,DAR,NT,F,61,3,745,3,10,8,45,62,727,2,7,9,1,5,12,5,3,11,0,0,1,0,6,0
2027,DAR,NT,F,62,3,705,4,9,9,50,58,693,2,7,8,1,5,11,5,3,10,0,0,1,0,5,0
2027,DAR,NT,F,63,3,690,4,9,7,42,57,673,2,7,8,1,5,11,5,2,10,0,0,1,0,5,0
2027,DAR,NT,F,64,3,723,4,8,9,40,51,707,2,6,8,1,4,11,4,2,9,0,0,1,0,3,0
2027,DAR,NT,F,65,3,658,5,6,7,37,46,643,2,5,7,1,4,9,4,2,8,0,0,1,0,3,0
2027,DAR,NT,F,66,3,711,3,5,6,26,41,692,1,5,7,1,4,8,4,2,7,0,0,0,0,2,0
2027,DAR,NT,F,67,3,636,3,5,6,20,34,618,1,4,6,1,3,7,3,1,6,0,0,0,0,2,0
2027,DAR,NT,F,68,3,584,2,4,6,18,29,569,1,3,5,1,3,6,3,1,5,0,0,0,0,1,0
2027,DAR,NT,F,69,3,531,2,4,5,12,25,515,1,2,5,0,2,5,3,1,4,0,0,0,0,2,0
2027,DAR,NT,F,70,3,536,3,4,3,9,21,522,1,2,4,0,2,4,2,1,3,0,0,0,0,2,0
2027,DAR,NT,F,71,3,470,5,3,4,12,17,459,1,1,3,0,2,3,2,1,3,0,0,0,0,1,0
2027,DAR,NT,F,72,3,478,5,3,4,9,15,466,1,1,3,0,1,2,2,1,3,0,0,0,0,1,0
2027,DAR,NT,F,73,3,469,5,3,3,4,12,456,1,1,3,0,1,2,1,0,2,0,0,0,0,1,0
2027,DAR,NT,F,74,3,436,5,3,2,4,10,426,1,1,2,0,1,1,1,0,2,0,0,0,0,1,0
2027,DAR,NT,F,75,3,383,5,3,2,4,8,375,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0
2027,DAR,NT,F,76,3,423,7,2,2,4,7,413,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0
2027,DAR,NT,F,77,3,378,6,3,2,3,7,369,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0
2027,DAR,NT,F,78,3,337,5,3,1,0,5,329,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2027,DAR,NT,F,79,3,329,6,3,3,0,2,321,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2027,DAR,NT,F,80,3,335,8,1,5,5,1,327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,81,3,245,5,1,2,0,1,238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,82,3,204,5,0,1,0,1,197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,83,3,185,5,0,1,0,1,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,84,3,159,7,2,2,2,1,153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,85,3,169,6,1,2,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,86,3,153,6,0,2,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,87,3,122,6,0,1,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,88,3,94,5,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,89,3,85,7,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,90,3,58,6,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,91,3,53,6,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,92,3,40,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,93,3,33,5,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,94,3,25,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,95,3,22,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,96,3,11,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,97,3,15,3,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,98,3,8,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,99,3,7,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,DAR,NT,F,100,3,11,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,0,0,-,9,8,10,27,66,786,2,6,3,3,5,14,5,3,2,2,1,1,18,0,1
2027,RNT,NT,M,1,0,789,0,8,8,86,98,777,5,9,10,3,6,19,7,6,5,1,1,2,23,0,1
2027,RNT,NT,M,2,0,780,0,7,4,79,92,770,5,8,9,3,5,18,6,6,5,1,1,2,22,0,1
2027,RNT,NT,M,3,0,774,0,7,5,78,87,767,5,7,9,3,5,17,6,5,5,1,1,2,20,0,1
2027,RNT,NT,M,4,0,769,0,9,5,67,81,759,5,6,8,3,5,16,5,6,5,1,1,1,18,0,1
2027,RNT,NT,M,5,0,682,0,7,5,70,73,681,5,5,8,2,4,14,5,5,5,0,1,1,17,0,1
2027,RNT,NT,M,6,0,716,0,5,4,61,72,706,5,5,8,2,4,14,5,5,4,0,1,1,17,0,1
2027,RNT,NT,M,7,0,706,0,6,6,59,70,695,5,5,7,2,4,14,5,5,4,0,1,1,16,0,1
2027,RNT,NT,M,8,0,735,0,6,3,52,70,720,5,4,8,2,4,13,5,5,4,0,1,1,17,0,1
2027,RNT,NT,M,9,0,737,0,8,5,52,66,726,5,4,7,2,4,13,4,5,4,0,1,1,15,0,1
2027,RNT,NT,M,10,0,722,0,7,5,52,65,711,6,4,7,2,4,12,5,4,4,0,1,1,14,0,1
2027,RNT,NT,M,11,0,771,0,4,1,47,64,757,6,3,7,2,4,12,4,4,5,0,1,1,14,0,1
2027,RNT,NT,M,12,0,767,0,4,2,45,62,752,7,2,7,2,4,11,4,4,5,0,1,1,13,0,1
2027,RNT,NT,M,13,0,725,0,6,2,42,59,712,7,2,7,2,3,11,4,4,5,0,1,1,12,0,0
2027,RNT,NT,M,14,0,736,0,5,3,45,58,725,7,2,8,1,4,10,5,3,5,0,1,1,11,0,0
2027,RNT,NT,M,15,0,767,1,6,1,43,61,753,8,2,8,1,5,9,6,3,5,0,1,1,11,0,1
2027,RNT,NT,M,16,0,759,1,4,1,49,63,747,9,2,9,1,5,7,7,2,6,0,1,1,12,0,1
2027,RNT,NT,M,17,0,742,0,6,3,59,72,732,10,3,10,1,8,4,8,2,7,0,1,1,16,0,1
2027,RNT,NT,M,18,1,697,0,26,6,114,125,706,10,2,30,0,34,0,13,1,17,0,0,0,15,0,3
2027,RNT,NT,M,19,1,747,0,36,7,97,134,739,11,0,37,0,26,7,14,2,17,0,0,0,17,0,3
2027,RNT,NT,M,20,1,701,0,29,10,130,121,729,9,2,28,0,21,9,11,4,14,0,0,0,21,0,2
2027,RNT,NT,M,21,1,733,1,27,14,162,129,778,9,3,26,0,19,13,10,6,14,1,0,0,26,0,2
2027,RNT,NT,M,22,1,791,0,30,17,174,146,832,11,4,26,2,19,16,10,7,14,2,0,0,33,0,2
2027,RNT,NT,M,23,1,846,1,37,23,200,161,898,12,5,29,2,20,18,11,7,15,3,0,0,37,0,2
2027,RNT,NT,M,24,1,888,1,31,23,202,171,926,13,5,31,2,19,20,12,7,16,3,0,1,39,0,3
2027,RNT,NT,M,25,1,913,0,30,23,211,181,950,14,6,31,4,19,22,12,8,17,4,0,1,40,0,3
2027,RNT,NT,M,26,1,955,0,28,24,203,187,975,13,8,31,5,19,22,13,8,19,4,0,1,41,0,3
2027,RNT,NT,M,27,1,933,1,26,23,196,182,949,12,8,31,4,19,22,12,8,19,4,0,1,40,0,2
2027,RNT,NT,M,28,1,869,1,22,24,193,176,883,12,9,30,4,19,21,12,8,19,3,0,1,36,0,2
2027,RNT,NT,M,29,1,896,3,21,17,178,182,893,12,10,31,5,20,21,13,8,20,3,1,1,35,0,2
2027,RNT,NT,M,30,2,885,3,23,19,123,125,884,9,7,16,3,6,17,8,6,10,3,1,1,35,0,3
2027,RNT,NT,M,31,2,871,3,17,15,119,124,865,9,7,16,3,6,16,8,6,11,3,1,1,34,0,3
2027,RNT,NT,M,32,2,887,2,8,8,106,119,872,8,7,15,3,6,17,7,6,10,3,1,1,32,0,3
2027,RNT,NT,M,33,2,886,2,7,5,103,113,876,8,7,14,3,6,16,8,5,10,2,1,1,30,0,2
2027,RNT,NT,M,34,2,856,2,9,6,92,110,839,7,7,14,3,6,15,7,6,10,2,1,1,29,0,2
2027,RNT,NT,M,35,2,884,3,8,6,88,107,864,7,7,13,3,5,16,7,5,9,2,1,1,29,0,2
2027,RNT,NT,M,36,2,865,3,7,7,88,104,846,7,6,13,3,5,16,6,6,9,2,1,1,27,0,2
2027,RNT,NT,M,37,2,852,1,11,8,74,97,831,6,6,12,2,5,15,6,5,9,2,1,1,25,0,2
2027,RNT,NT,M,38,2,840,2,14,9,71,92,822,6,6,11,2,5,14,5,5,8,2,1,1,24,0,2
2027,RNT,NT,M,39,2,799,1,8,5,68,87,782,6,5,10,2,5,13,5,5,8,2,1,1,22,0,2
2027,RNT,NT,M,40,2,791,1,8,6,68,82,778,5,5,10,2,4,13,5,5,7,2,1,1,20,0,2
2027,RNT,NT,M,41,2,777,2,10,7,58,76,760,5,5,9,2,4,11,4,4,7,2,1,1,20,0,1
2027,RNT,NT,M,42,2,753,1,5,4,64,71,746,5,4,8,2,4,11,4,4,6,2,1,0,19,0,1
2027,RNT,NT,M,43,2,756,3,6,5,54,70,738,5,4,8,2,4,11,4,4,6,2,1,0,18,0,1
2027,RNT,NT,M,44,2,741,3,4,4,61,63,736,5,4,7,2,3,10,4,4,5,1,1,0,16,0,1
2027,RNT,NT,M,45,2,654,3,5,4,53,59,646,4,3,7,2,3,9,3,4,5,1,1,0,16,0,1
2027,RNT,NT,M,46,2,711,3,6,5,52,57,704,4,3,6,2,3,9,3,4,5,1,1,0,15,0,1
2027,RNT,NT,M,47,2,621,3,4,3,53,54,618,4,3,6,2,3,8,3,4,5,1,1,0,13,0,1
2027,RNT,NT,M,48,2,646,4,3,3,46,51,637,4,3,6,1,3,8,3,3,4,1,1,0,13,0,1
2027,RNT,NT,M,49,2,589,4,3,3,52,49,588,4,3,5,1,3,8,3,4,4,1,0,0,12,0,1
2027,RNT,NT,M,50,2,574,3,7,6,48,52,568,4,3,6,2,3,8,3,4,4,1,1,0,12,0,1
2027,RNT,NT,M,51,2,587,3,7,7,51,50,585,4,3,5,2,2,8,3,4,4,1,1,0,12,0,1
2027,RNT,NT,M,52,2,552,2,8,8,49,51,548,4,3,5,2,3,8,3,4,4,1,1,0,12,0,1
2027,RNT,NT,M,53,2,595,2,6,7,51,52,591,4,3,5,2,3,8,3,5,4,1,1,0,12,0,1
2027,RNT,NT,M,54,2,595,3,7,8,47,53,585,4,3,5,2,2,9,3,5,4,1,1,1,12,0,1
2027,RNT,NT,M,55,2,584,3,7,8,49,55,574,4,4,5,2,2,10,3,5,4,1,1,1,12,0,1
2027,RNT,NT,M,56,2,583,4,1,2,44,54,568,4,4,5,2,2,10,3,6,4,1,1,1,11,0,0
2027,RNT,NT,M,57,2,555,4,2,1,40,52,540,3,4,5,2,2,10,3,6,4,1,1,1,10,0,0
2027,RNT,NT,M,58,2,562,4,2,3,34,49,542,3,4,4,2,2,10,2,6,4,1,1,1,9,0,0
2027,RNT,NT,M,59,2,506,5,4,3,35,49,488,3,4,4,2,2,10,2,6,4,1,1,1,9,0,0
2027,RNT,NT,M,60,3,486,4,3,4,18,37,462,1,3,4,1,1,7,4,3,3,0,0,2,8,0,0
2027,RNT,NT,M,61,3,457,6,5,6,24,36,438,1,3,4,1,1,7,4,3,3,0,0,2,7,0,0
2027,RNT,NT,M,62,3,443,5,3,3,17,36,419,1,3,4,1,1,7,4,3,3,0,0,2,7,0,0
2027,RNT,NT,M,63,3,473,6,2,2,15,35,447,0,4,4,1,1,7,4,3,3,0,0,1,7,0,0
2027,RNT,NT,M,64,3,426,5,2,2,14,34,401,0,3,4,1,1,7,4,3,3,0,0,2,6,0,0
2027,RNT,NT,M,65,3,395,6,2,4,12,28,371,0,3,3,1,1,6,3,3,2,0,0,1,5,0,0
2027,RNT,NT,M,66,3,385,6,1,2,10,26,362,0,3,3,1,1,5,3,3,2,0,0,1,4,0,0
2027,RNT,NT,M,67,3,348,5,1,2,7,24,325,0,2,3,1,1,5,3,2,2,0,0,1,4,0,0
2027,RNT,NT,M,68,3,334,6,1,1,7,22,313,0,2,3,1,1,4,3,2,2,0,0,1,3,0,0
2027,RNT,NT,M,69,3,300,6,2,1,7,20,282,0,2,3,1,1,4,2,2,2,0,0,1,2,0,0
2027,RNT,NT,M,70,3,321,6,0,0,4,18,301,0,2,3,1,1,3,2,2,1,0,0,1,2,0,0
2027,RNT,NT,M,71,3,288,6,1,3,4,12,272,0,1,2,0,1,2,2,1,1,0,0,0,2,0,0
2027,RNT,NT,M,72,3,244,6,3,4,6,11,232,0,1,2,0,1,2,2,1,1,0,0,0,1,0,0
2027,RNT,NT,M,73,3,250,7,2,2,4,11,236,0,1,2,0,1,2,2,1,1,0,0,0,1,0,0
2027,RNT,NT,M,74,3,229,6,1,2,4,8,218,0,1,2,0,0,1,1,1,1,0,0,0,1,0,0
2027,RNT,NT,M,75,3,187,6,1,1,5,8,178,0,1,2,0,0,1,1,1,1,0,0,0,1,0,0
2027,RNT,NT,M,76,3,187,7,1,0,4,7,178,0,0,2,0,0,1,1,1,1,0,0,0,1,0,0
2027,RNT,NT,M,77,3,197,9,1,1,4,5,187,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
2027,RNT,NT,M,78,3,172,6,0,2,3,3,164,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2027,RNT,NT,M,79,3,117,6,2,3,3,2,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2027,RNT,NT,M,80,3,119,5,1,3,1,1,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,81,3,94,5,1,1,1,1,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,82,3,94,5,1,1,1,1,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,83,3,58,5,0,2,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,84,3,69,5,0,2,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,85,3,55,5,0,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,86,3,52,5,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,87,3,52,5,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,88,3,32,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,89,3,21,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,90,3,13,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,91,3,17,2,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,92,3,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,93,3,7,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,94,3,7,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,95,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,96,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,97,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,98,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,99,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,M,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,RNT,NT,F,0,0,-,4,6,6,25,61,749,2,5,3,3,4,13,5,3,2,2,1,1,16,0,1
2027,RNT,NT,F,1,0,752,0,6,5,77,92,738,6,7,10,3,5,15,6,6,5,1,1,1,25,0,1
2027,RNT,NT,F,2,0,742,0,5,5,74,86,730,6,7,9,2,5,14,6,5,5,1,1,1,23,0,1
2027,RNT,NT,F,3,0,733,0,5,3,73,83,725,6,6,9,2,5,14,6,5,5,1,1,1,21,0,1
2027,RNT,NT,F,4,0,726,0,6,3,64,80,713,6,5,8,3,5,13,5,5,5,1,1,1,21,0,1
2027,RNT,NT,F,5,0,693,0,8,5,59,70,685,6,4,8,2,4,11,5,4,4,0,1,1,19,0,1
2027,RNT,NT,F,6,0,668,0,9,4,52,66,659,5,4,7,2,4,11,4,4,4,0,1,1,18,0,1
2027,RNT,NT,F,7,0,626,0,8,2,57,64,625,5,4,7,2,4,11,4,4,4,0,1,1,16,0,1
2027,RNT,NT,F,8,0,660,0,4,2,49,63,648,6,3,6,2,4,9,5,4,4,0,1,1,17,0,1
2027,RNT,NT,F,9,0,661,0,6,1,47,63,650,6,3,6,2,4,10,4,4,4,0,1,1,17,0,1
2027,RNT,NT,F,10,0,651,0,5,6,52,61,641,6,3,6,2,4,10,4,4,4,0,1,1,15,0,1
2027,RNT,NT,F,11,0,689,0,7,5,44,62,673,6,3,6,2,4,10,4,4,4,0,1,1,16,0,1
2027,RNT,NT,F,12,0,695,0,8,2,44,64,681,8,2,7,2,4,10,5,4,5,0,1,1,14,0,1
2027,RNT,NT,F,13,0,669,0,2,2,46,62,653,8,2,7,2,4,10,4,4,5,0,1,1,14,0,0
2027,RNT,NT,F,14,0,687,0,3,2,44,65,667,9,2,8,1,4,10,5,4,5,0,1,1,14,0,1
2027,RNT,NT,F,15,0,689,0,6,2,41,66,668,10,2,9,1,4,10,5,4,5,0,1,1,13,0,1
2027,RNT,NT,F,16,0,673,0,10,2,46,67,660,10,2,10,1,5,9,7,2,6,0,1,1,12,0,1
2027,RNT,NT,F,17,0,670,0,11,5,60,77,659,10,4,12,0,10,2,9,2,7,0,2,1,17,0,1
2027,RNT,NT,F,18,1,678,0,29,7,134,142,692,12,1,33,0,41,0,17,1,19,0,0,0,15,0,3
